OurTeam,OppTeam,Type,OurPos,OppPos,GoalDiff,OurGoals,OppGoals 
jemv,hermes,control,0.370,0.630,-6,0,6
jemv,hermes,control,0.444,0.555,-1,1,2
jemv,hermes,control,0.446,0.554,-2,1,3
jemv,hermes,control,0.395,0.605,-4,0,4
jemv,hermes,control,0.414,0.586,-3,3,6
jemv,hermes,control,0.449,0.551,-1,0,1
jemv,hermes,control,0.397,0.603,-1,0,1
jemv,hermes,control,0.323,0.676,-5,0,5
jemv,hermes,control,0.389,0.611,-6,1,7
jemv,hermes,control,0.439,0.561,-5,0,5
jemv,hermes,control,0.496,0.503,-5,1,6
jemv,hermes,control,0.413,0.586,-8,0,8
jemv,hermes,control,0.441,0.559,-3,0,3
jemv,hermes,control,0.420,0.580,-2,2,4
jemv,hermes,control,0.455,0.545,-5,0,5
jemv,hermes,control,0.414,0.586,-5,0,5
jemv,hermes,control,0.433,0.567,-4,1,5
jemv,hermes,control,0.412,0.588,-4,1,5
jemv,hermes,control,0.397,0.603,-3,0,3
jemv,hermes,control,0.360,0.640,-6,1,7
jemv,hermes,control,0.396,0.604,-7,0,7
jemv,hermes,control,0.358,0.642,-7,0,7
jemv,hermes,control,0.391,0.609,-5,1,6
jemv,hermes,control,0.362,0.638,-3,1,4
jemv,hermes,control,0.456,0.544,-3,0,3
jemv,hermes,control,0.433,0.567,-3,1,4
jemv,hermes,control,0.396,0.604,-5,1,6
jemv,hermes,control,0.352,0.648,-3,3,6
jemv,hermes,control,0.407,0.592,-5,0,5
jemv,hermes,control,0.397,0.602,-2,0,2
jemv,hermes,control,0.354,0.646,-3,0,3
jemv,hermes,control,0.483,0.517,-5,0,5
jemv,hermes,control,0.385,0.615,-7,1,8
jemv,hermes,control,0.433,0.566,-7,0,7
jemv,hermes,control,0.413,0.587,-7,0,7
jemv,hermes,control,0.471,0.528,-5,1,6
jemv,hermes,control,0.465,0.535,-4,1,5
jemv,hermes,control,0.375,0.625,-6,1,7
jemv,hermes,control,0.465,0.535,-3,0,3
jemv,hermes,control,0.460,0.540,-3,1,4
jemv,hermes,control,0.390,0.610,-7,1,8
jemv,hermes,control,0.388,0.612,-5,0,5
jemv,hermes,control,0.391,0.609,-4,1,5
jemv,hermes,control,0.432,0.568,-4,1,5
jemv,hermes,control,0.353,0.647,1,3,2
jemv,hermes,control,0.374,0.626,-7,0,7
jemv,hermes,control,0.434,0.566,-3,1,4
jemv,hermes,control,0.476,0.524,-6,0,6
jemv,hermes,control,0.355,0.645,-3,1,4
jemv,helios,control,0.327,0.671,-7,0,7
jemv,helios,control,0.312,0.687,-9,0,9
jemv,helios,control,0.372,0.627,-5,0,5
jemv,helios,control,0.345,0.655,-11,0,11
jemv,helios,control,0.350,0.650,-6,0,6
jemv,helios,control,0.332,0.668,-12,0,12
jemv,helios,control,0.345,0.654,-5,0,5
jemv,helios,control,0.346,0.654,-9,0,9
jemv,helios,control,0.324,0.676,-8,0,8
jemv,helios,control,0.340,0.660,-8,1,9
jemv,helios,control,0.355,0.644,-6,0,6
jemv,helios,control,0.304,0.696,-13,0,13
jemv,helios,control,0.299,0.701,-13,0,13
jemv,helios,control,0.311,0.689,-13,0,13
jemv,helios,control,0.313,0.686,-13,0,13
jemv,helios,control,0.304,0.696,-12,0,12
jemv,helios,control,0.351,0.649,-6,0,6
jemv,helios,control,0.357,0.642,-10,0,10
jemv,helios,control,0.289,0.711,-12,0,12
jemv,helios,control,0.356,0.644,-4,0,4
jemv,helios,control,0.314,0.686,-7,1,8
jemv,helios,control,0.326,0.674,-12,0,12
jemv,helios,control,0.325,0.675,-7,0,7
jemv,helios,control,0.317,0.682,-12,0,12
jemv,helios,control,0.300,0.700,-9,0,9
jemv,helios,control,0.365,0.635,-9,0,9
jemv,helios,control,0.442,0.557,-9,0,9
jemv,helios,control,0.334,0.666,-10,0,10
jemv,helios,control,0.378,0.622,-5,0,5
jemv,helios,control,0.339,0.661,-11,0,11
jemv,helios,control,0.415,0.584,-6,0,6
jemv,helios,control,0.365,0.635,-7,0,7
jemv,helios,control,0.309,0.691,-13,0,13
jemv,helios,control,0.284,0.716,-14,0,14
jemv,helios,control,0.277,0.723,-11,0,11
jemv,helios,control,0.354,0.646,-5,0,5
jemv,helios,control,0.364,0.636,-7,1,8
jemv,helios,control,0.374,0.626,-8,1,9
jemv,helios,control,0.326,0.674,-10,1,11
jemv,helios,control,0.313,0.686,-12,0,12
jemv,helios,control,0.356,0.644,-7,1,8
jemv,helios,control,0.385,0.615,-10,0,10
jemv,helios,control,0.368,0.631,-11,0,11
jemv,helios,control,0.357,0.643,-13,0,13
jemv,helios,control,0.326,0.674,-10,0,10
jemv,helios,control,0.334,0.666,-9,0,9
jemv,helios,control,0.342,0.657,-9,0,9
jemv,helios,control,0.326,0.674,-9,0,9
jemv,helios,control,0.410,0.590,-7,0,7
jemv,helios,control,0.334,0.666,-11,0,11
jemv,genius,control,0.490,0.507,-1,0,1
jemv,genius,control,0.499,0.501,-3,0,3
jemv,genius,control,0.494,0.506,-5,1,6
jemv,genius,control,0.509,0.491,-1,1,2
jemv,genius,control,0.550,0.450,1,3,2
jemv,genius,control,0.520,0.480,-2,0,2
jemv,genius,control,0.516,0.484,2,3,1
jemv,genius,control,0.541,0.459,-4,1,5
jemv,genius,control,0.473,0.527,-1,1,2
jemv,genius,control,0.475,0.525,-3,3,6
jemv,genius,control,0.483,0.516,-2,0,2
jemv,genius,control,0.514,0.486,-5,1,6
jemv,genius,control,0.516,0.484,-3,1,4
jemv,genius,control,0.481,0.518,-2,2,4
jemv,genius,control,0.511,0.489,-2,0,2
jemv,genius,control,0.509,0.491,-1,3,4
jemv,genius,control,0.494,0.506,-3,0,3
jemv,genius,control,0.477,0.523,-2,1,3
jemv,genius,control,0.485,0.515,-3,2,5
jemv,genius,control,0.457,0.543,-2,1,3
jemv,genius,control,0.484,0.516,-1,1,2
jemv,genius,control,0.474,0.525,-2,1,3
jemv,genius,control,0.463,0.537,-1,2,3
jemv,genius,control,0.525,0.475,-4,0,4
jemv,genius,control,0.514,0.486,-4,0,4
jemv,genius,control,0.503,0.496,-5,0,5
jemv,genius,control,0.514,0.486,-3,1,4
jemv,genius,control,0.508,0.492,-1,2,3
jemv,genius,control,0.571,0.429,1,4,3
jemv,genius,control,0.500,0.500,-3,0,3
jemv,genius,control,0.473,0.526,-3,1,4
jemv,genius,control,0.493,0.507,-2,1,3
jemv,genius,control,0.486,0.514,3,4,1
jemv,genius,control,0.464,0.535,-3,3,6
jemv,genius,control,0.488,0.512,-2,0,2
jemv,genius,control,0.480,0.520,-2,0,2
jemv,genius,control,0.469,0.531,-2,1,3
jemv,genius,control,0.453,0.547,-3,0,3
jemv,genius,control,0.516,0.484,-1,1,2
jemv,genius,control,0.455,0.544,-2,0,2
jemv,genius,control,0.478,0.522,-1,0,1
jemv,genius,control,0.485,0.515,-7,0,7
jemv,genius,control,0.509,0.491,-1,1,2
jemv,genius,control,0.532,0.468,2,3,1
jemv,genius,control,0.516,0.484,-1,2,3
jemv,genius,control,0.494,0.506,-3,1,4
jemv,genius,control,0.519,0.480,-1,2,3
jemv,genius,control,0.493,0.507,-4,1,5
jemv,genius,control,0.410,0.590,-2,1,3
jemv,genius,control,0.520,0.479,-3,1,4
jemv,jaeger,exp1,0.500,0.499,1,1,0
jemv,jaeger,exp1,0.484,0.516,2,2,0
jemv,jaeger,exp1,0.250,0.750,1,1,0
jemv,jaeger,exp1,0.476,0.524,-2,1,3
jemv,jaeger,exp1,0.470,0.530,-2,1,3
jemv,jaeger,exp1,0.489,0.511,-1,1,2
jemv,jaeger,exp1,0.522,0.478,1,2,1
jemv,jaeger,exp1,0.449,0.551,2,3,1
jemv,jaeger,exp1,0.451,0.549,-1,4,5
jemv,jaeger,exp1,0.502,0.498,3,3,0
jemv,jaeger,exp1,0.491,0.509,-2,1,3
jemv,jaeger,exp1,0.397,0.603,-1,1,2
jemv,jaeger,exp1,0.487,0.513,-1,1,2
jemv,jaeger,exp1,0.396,0.604,-4,0,4
jemv,jaeger,exp1,0.481,0.519,1,3,2
jemv,jaeger,exp1,0.475,0.525,-2,0,2
jemv,jaeger,exp1,0.444,0.556,2,3,1
jemv,jaeger,exp1,0.414,0.586,-2,1,3
jemv,jaeger,exp1,0.448,0.552,4,4,0
jemv,jaeger,exp1,0.498,0.502,2,2,0
jemv,jaeger,exp1,0.410,0.590,-4,1,5
jemv,jaeger,exp1,0.500,0.500,-1,3,4
jemv,jaeger,exp1,0.515,0.485,3,3,0
jemv,jaeger,exp1,0.495,0.505,1,2,1
jemv,jaeger,exp1,0.472,0.528,2,3,1
jemv,jaeger,exp1,0.509,0.491,1,2,1
jemv,jaeger,exp1,0.548,0.452,1,2,1
jemv,jaeger,exp1,0.466,0.534,1,3,2
jemv,jaeger,exp1,0.485,0.515,-2,0,2
jemv,jaeger,exp1,0.492,0.508,1,2,1
jemv,jaeger,exp1,0.455,0.545,-2,0,2
jemv,jaeger,exp1,0.443,0.557,1,3,2
jemv,jaeger,exp1,0.408,0.592,-1,1,2
jemv,jaeger,exp1,0.401,0.599,-1,1,2
jemv,jaeger,exp1,0.434,0.566,-2,1,3
jemv,jaeger,exp1,0.464,0.536,-2,2,4
jemv,jaeger,exp1,0.481,0.519,-1,1,2
jemv,jaeger,exp1,0.477,0.523,-1,1,2
jemv,jaeger,exp1,0.543,0.457,1,1,0
jemv,jaeger,exp1,0.455,0.545,2,2,0
jemv,jaeger,exp1,0.467,0.533,-1,1,2
jemv,jaeger,exp1,0.514,0.486,-1,1,2
jemv,jaeger,exp1,0.438,0.561,-1,3,4
jemv,jaeger,exp1,0.431,0.569,-2,0,2
jemv,jaeger,exp1,0.458,0.542,2,4,2
jemv,jaeger,exp1,0.505,0.495,-1,1,2
jemv,jaeger,exp1,0.437,0.563,-2,2,4
jemv,jaeger,exp1,0.478,0.522,-1,0,1
jemv,jaeger,exp1,0.477,0.523,-4,1,5
jemv,jaeger,exp1,0.552,0.448,-2,0,2
jemv,hermes,exp1,0.340,0.658,-4,0,4
jemv,hermes,exp1,0.362,0.638,-1,0,1
jemv,hermes,exp1,0.342,0.658,-2,0,2
jemv,hermes,exp1,0.363,0.637,-1,0,1
jemv,hermes,exp1,0.380,0.620,-2,2,4
jemv,hermes,exp1,0.336,0.664,-2,1,3
jemv,hermes,exp1,0.375,0.624,-3,0,3
jemv,hermes,exp1,0.392,0.607,-1,0,1
jemv,hermes,exp1,0.290,0.710,-5,0,5
jemv,hermes,exp1,0.305,0.695,-4,0,4
jemv,hermes,exp1,0.348,0.652,-1,0,1
jemv,hermes,exp1,0.299,0.701,-3,0,3
jemv,hermes,exp1,0.351,0.649,-4,0,4
jemv,hermes,exp1,0.339,0.661,-3,0,3
jemv,hermes,exp1,0.382,0.618,-2,1,3
jemv,hermes,exp1,0.383,0.617,1,1,0
jemv,hermes,exp1,0.396,0.604,-5,0,5
jemv,hermes,exp1,0.378,0.621,-2,1,3
jemv,hermes,exp1,0.341,0.659,2,3,1
jemv,hermes,exp1,0.379,0.621,-2,0,2
jemv,hermes,exp1,0.390,0.610,1,2,1
jemv,hermes,exp1,0.351,0.649,-1,1,2
jemv,hermes,exp1,0.338,0.661,2,2,0
jemv,hermes,exp1,0.393,0.607,2,2,0
jemv,hermes,exp1,0.358,0.642,-4,0,4
jemv,hermes,exp1,0.339,0.661,-3,0,3
jemv,hermes,exp1,0.299,0.701,-3,0,3
jemv,hermes,exp1,0.329,0.671,-2,0,2
jemv,hermes,exp1,0.352,0.648,-2,1,3
jemv,hermes,exp1,0.287,0.713,-2,0,2
jemv,hermes,exp1,0.377,0.623,-2,0,2
jemv,hermes,exp1,0.319,0.681,-3,0,3
jemv,hermes,exp1,0.388,0.611,-2,2,4
jemv,hermes,exp1,0.367,0.633,1,1,0
jemv,hermes,exp1,0.342,0.657,-3,0,3
jemv,hermes,exp1,0.388,0.612,-4,0,4
jemv,hermes,exp1,0.316,0.684,-3,0,3
jemv,hermes,exp1,0.323,0.677,-3,0,3
jemv,hermes,exp1,0.343,0.657,-2,0,2
jemv,hermes,exp1,0.359,0.641,-2,1,3
jemv,hermes,exp1,0.374,0.626,-2,0,2
jemv,hermes,exp1,0.268,0.732,-5,0,5
jemv,hermes,exp1,0.253,0.747,-5,0,5
jemv,hermes,exp1,0.356,0.644,-3,0,3
jemv,hermes,exp1,0.311,0.689,-6,0,6
jemv,hermes,exp1,0.351,0.649,-1,0,1
jemv,hermes,exp1,0.276,0.723,-4,0,4
jemv,hermes,exp1,0.410,0.589,-1,3,4
jemv,hermes,exp1,0.357,0.643,-1,3,4
jemv,hermes,exp1,0.364,0.636,-3,0,3
jemv,helios,exp1,0.235,0.763,-4,0,4
jemv,helios,exp1,0.302,0.698,-2,0,2
jemv,helios,exp1,0.337,0.663,-2,0,2
jemv,helios,exp1,0.216,0.783,-6,0,6
jemv,helios,exp1,0.303,0.697,-2,1,3
jemv,helios,exp1,0.317,0.682,-3,0,3
jemv,helios,exp1,0.288,0.712,-5,0,5
jemv,helios,exp1,0.308,0.691,-2,0,2
jemv,helios,exp1,0.240,0.760,-10,0,10
jemv,helios,exp1,0.288,0.712,-2,0,2
jemv,helios,exp1,0.214,0.786,-3,1,4
jemv,helios,exp1,0.289,0.711,-3,0,3
jemv,helios,exp1,0.283,0.716,-2,0,2
jemv,helios,exp1,0.258,0.741,-4,0,4
jemv,helios,exp1,0.319,0.681,-4,0,4
jemv,helios,exp1,0.312,0.688,-4,0,4
jemv,helios,exp1,0.289,0.711,-5,0,5
jemv,helios,exp1,0.299,0.701,-3,0,3
jemv,helios,exp1,0.289,0.711,-2,0,2
jemv,helios,exp1,0.207,0.793,-4,0,4
jemv,helios,exp1,0.300,0.700,-5,1,6
jemv,helios,exp1,0.315,0.685,-4,0,4
jemv,helios,exp1,0.367,0.633,-3,0,3
jemv,helios,exp1,0.275,0.724,-2,0,2
jemv,helios,exp1,0.287,0.713,-7,0,7
jemv,helios,exp1,0.262,0.738,-4,0,4
jemv,helios,exp1,0.262,0.738,-3,0,3
jemv,helios,exp1,0.278,0.722,-2,2,4
jemv,helios,exp1,0.258,0.742,-4,0,4
jemv,helios,exp1,0.255,0.745,-3,0,3
jemv,helios,exp1,0.223,0.777,-3,0,3
jemv,helios,exp1,0.380,0.619,-3,0,3
jemv,helios,exp1,0.094,0.906,-2,0,2
jemv,helios,exp1,0.216,0.784,-2,0,2
jemv,helios,exp1,0.247,0.753,-4,0,4
jemv,helios,exp1,0.300,0.700,-9,0,9
jemv,helios,exp1,0.298,0.702,-2,0,2
jemv,helios,exp1,0.221,0.778,-6,0,6
jemv,helios,exp1,0.272,0.728,-6,0,6
jemv,helios,exp1,0.220,0.780,-3,0,3
jemv,helios,exp1,0.262,0.738,-4,0,4
jemv,helios,exp1,0.227,0.773,-5,0,5
jemv,helios,exp1,0.294,0.706,-2,0,2
jemv,helios,exp1,0.313,0.687,-4,0,4
jemv,helios,exp1,0.257,0.743,-4,0,4
jemv,helios,exp1,0.270,0.730,-4,0,4
jemv,helios,exp1,0.232,0.768,-8,0,8
jemv,helios,exp1,0.213,0.787,-4,0,4
jemv,helios,exp1,0.267,0.733,-2,0,2
jemv,helios,exp1,0.278,0.722,-2,0,2
jemv,genius,exp1,0.459,0.541,-1,1,2
jemv,genius,exp1,0.417,0.582,1,2,1
jemv,genius,exp1,0.484,0.516,-1,1,2
jemv,genius,exp1,0.442,0.558,-2,2,4
jemv,genius,exp1,0.457,0.543,-1,1,2
jemv,genius,exp1,0.493,0.506,-2,2,4
jemv,genius,exp1,0.445,0.554,1,3,2
jemv,genius,exp1,0.471,0.529,-2,0,2
jemv,genius,exp1,0.529,0.471,1,4,3
jemv,genius,exp1,0.475,0.525,1,2,1
jemv,genius,exp1,0.459,0.541,-2,1,3
jemv,genius,exp1,0.461,0.539,-4,1,5
jemv,genius,exp1,0.508,0.492,-1,1,2
jemv,genius,exp1,0.558,0.442,1,2,1
jemv,genius,exp1,0.491,0.509,-1,1,2
jemv,genius,exp1,0.485,0.515,-1,2,3
jemv,genius,exp1,0.448,0.552,1,3,2
jemv,genius,exp1,0.466,0.534,-1,2,3
jemv,genius,exp1,0.497,0.502,-1,2,3
jemv,genius,exp1,0.563,0.436,-1,2,3
jemv,genius,exp1,0.464,0.536,-1,1,2
jemv,genius,exp1,0.491,0.509,0,1,1
jemv,genius,exp1,0.498,0.502,-3,0,3
jemv,genius,exp1,0.470,0.530,-2,2,4
jemv,genius,exp1,0.523,0.477,1,1,0
jemv,genius,exp1,0.474,0.526,-2,1,3
jemv,genius,exp1,0.516,0.484,1,2,1
jemv,genius,exp1,0.530,0.470,1,2,1
jemv,genius,exp1,0.568,0.432,1,2,1
jemv,genius,exp1,0.473,0.527,-2,0,2
jemv,genius,exp1,0.511,0.489,-2,2,4
jemv,genius,exp1,0.443,0.557,-2,1,3
jemv,genius,exp1,0.432,0.568,-1,0,1
jemv,genius,exp1,0.454,0.546,1,1,0
jemv,genius,exp1,0.569,0.431,-2,2,4
jemv,genius,exp1,0.533,0.467,-2,0,2
jemv,genius,exp1,0.486,0.514,-1,3,4
jemv,genius,exp1,0.500,0.500,1,1,0
jemv,genius,exp1,0.471,0.529,-2,2,4
jemv,genius,exp1,0.451,0.549,-3,0,3
jemv,genius,exp1,0.406,0.594,-3,0,3
jemv,genius,exp1,0.504,0.496,-3,1,4
jemv,genius,exp1,0.493,0.507,1,1,0
jemv,genius,exp1,0.483,0.517,-2,1,3
jemv,genius,exp1,0.466,0.534,-3,0,3
jemv,genius,exp1,0.476,0.524,2,2,0
jemv,genius,exp1,0.459,0.541,-5,0,5
jemv,genius,exp1,0.459,0.541,-1,1,2
jemv,genius,exp1,0.433,0.566,-3,0,3
jemv,genius,exp1,0.540,0.460,1,1,0
